gene	p-value	label
RRAS	0.0045946827466231	0
NGRN	0.0046067771677362	0
RBL1	0.0046453713445823	0
DOCK1	0.0046674599870348	0
GNL2	0.0047052410292558	0
BEX2	0.0048150269175325	0
GEMIN5	0.0048345568332299	0
FOXO4	0.0048558668646576	0
RIOK1	0.0048866161851607	0
TNKS	0.0048970099381999	0
CCNE1	0.0049471567767118	0
THOC7	0.0049648721538594	0
ADAM12	0.0050301940124981	0
FCF1	0.0051184817920471	-1
ACAD9	0.0051195339238093	0
RAB27A	0.0052002812198708	0
MDN1	0.0052107117285356	0
ZBTB7A	0.0052497333125622	0
KIFC1	0.0052585898943129	0
RAB11B	0.0052841337658811	0
ICMT	0.0052917356504822	0
SBDS	0.0053276931648245	0
RPS6KB2	0.0053875507992973	-1
NFE2L2	0.0054512986237594	1
CDC25A	0.00549028049846	0
PRKCG	0.0055155700488481	0
RCL1	0.0055226206811275	0
ERAL1	0.0055461776986618	0
FANCA	0.0055508132308196	1
MRPS35	0.0055592479538095	0
MRPL45	0.0056047978862835	0
MAL	0.0056430377793168	0
CORIN	0.0056519964086916	0
NR2C2AP	0.0057150980637771	0
MRPS7	0.0058052383426004	0
RAB19	0.0058059329431525	0
MRPL19	0.0058410543657836	0
UQCRB	0.0058534003131908	0
NDUFB3	0.005896662218397	0
FBP2	0.005937425411059	0
RNF115	0.0059558015689384	-1
ARHGDIA	0.0059697238486499	0
WDR75	0.0060011460572004	0
CHMP5	0.0060078905265976	0
YIPF6	0.0060447533443377	0
RAB4A	0.0060742518364736	0
LSG1	0.0060968427137325	0
MPHOSPH10	0.006158373440559	-1
RRP7A	0.0061637918416327	0
IL6ST	0.0061664051046564	0
POLRMT	0.0061728814572237	0
COQ4	0.0062137460261319	0
VPS33B	0.0062781281381804	0
FNTB	0.0062914066040876	0
IBA57	0.0062956352725452	0
TERT	0.0062992718529715	0
CDK1	0.0063210676719133	0
SRPK3	0.0063563929192376	0
PTPRR	0.0064669635147108	0
GAR1	0.006498807795332	-1
NDUFS8	0.0064998225838653	0
EDIL3	0.0065006665663524	-1
CD79B	0.0065863625535307	0
PRKCA	0.0066501154103675	0
CCDC93	0.0067296729210769	0
RAB9B	0.0067440620182267	0
NAF1	0.0068014896868214	0
COPG2	0.006896797673587	0
BMS1	0.0069245812002111	0
RAB26	0.0069653659508859	0
DIAPH1	0.0070043609771935	0
HOXA7	0.0070648873108347	0
CASP8	0.007161548990463	1
NDUFA10	0.0072002623015521	0
TFB2M	0.0072217691974358	0
PHB	0.0072384989290753	0
COMMD6	0.0072575280921809	0
LARS2	0.0072721921952741	0
NDUFV2	0.0073486158046334	0
RASGRP1	0.0073634902656399	0
RGS12	0.0073748966709783	0
ATP7A	0.0074027988562529	0
NDUFAF5	0.0074909931834782	0
